SKU,Product Name,Product Class,Product Category,Product Subcategory,Product Model#,Processor,Processor Description,GHz,Screen Size,RAM,Resolution,GPU,VRAM,HD,HD Type,Color,Carrier,Year,Model ID,UPC,Type,Spec,Charger
WLLAP3U500A,"Warranty Life 3 Year, Laptop Under $500, Defect-Only",Warranty,Warranty Life,Laptop Under $500,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP3U1KA,"Warranty Life 3 Year, Laptop Under $1000, Defect-Only",Warranty,Warranty Life,Laptop Under $1000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP3U2KA,"Warranty Life 3 Year, Laptop Under $2000, Defect-Only",Warranty,Warranty Life,Laptop Under $2000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP3U3KA,"Warranty Life 3 Year, Laptop Under $3000, Defect-Only",Warranty,Warranty Life,Laptop Under $3000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP3U4KA,"Warranty Life 3 Year, Laptop Under $4000, Defect-Only",Warranty,Warranty Life,Laptop Under $4000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP3U5KA,"Warranty Life 3 Year, Laptop Under $5000, Defect-Only",Warranty,Warranty Life,Laptop Under $5000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLPA3U500A,"Warranty Life 3 Year, Laptop Under $500, Accidental",Warranty,Warranty Life,Laptop Under $500,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA3U1KA,"Warranty Life 3 Year, Laptop Under $1000, Accidental",Warranty,Warranty Life,Laptop Under $1000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA3U2KA,"Warranty Life 3 Year, Laptop Under $2000, Accidental",Warranty,Warranty Life,Laptop Under $2000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA3U3KA,"Warranty Life 3 Year, Laptop Under $3000, Accidental",Warranty,Warranty Life,Laptop Under $3000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA3U4KA,"Warranty Life 3 Year, Laptop Under $4000, Accidental",Warranty,Warranty Life,Laptop Under $4000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA3U5KA,"Warranty Life 3 Year, Laptop Under $5000, Accidental",Warranty,Warranty Life,Laptop Under $5000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLAP5U500A,"Warranty Life 5 Year, Laptop Under $500, Defect-Only",Warranty,Warranty Life,Laptop Under $500,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP5U1KA,"Warranty Life 5 Year, Laptop Under $1000, Defect-Only",Warranty,Warranty Life,Laptop Under $1000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP5U2KA,"Warranty Life 5 Year, Laptop Under $2000, Defect-Only",Warranty,Warranty Life,Laptop Under $2000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP5U3KA,"Warranty Life 5 Year, Laptop Under $3000, Defect-Only",Warranty,Warranty Life,Laptop Under $3000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP5U4KA,"Warranty Life 5 Year, Laptop Under $4000, Defect-Only",Warranty,Warranty Life,Laptop Under $4000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLAP5U5KA,"Warranty Life 5 Year, Laptop Under $5000, Defect-Only",Warranty,Warranty Life,Laptop Under $5000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLLPA5U500A,"Warranty Life 5 Year, Laptop Under $500, Accidental",Warranty,Warranty Life,Laptop Under $500,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA5U1KA,"Warranty Life 5 Year, Laptop Under $1000, Accidental",Warranty,Warranty Life,Laptop Under $1000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA5U2KA,"Warranty Life 5 Year, Laptop Under $2000, Accidental",Warranty,Warranty Life,Laptop Under $2000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA5U3KA,"Warranty Life 5 Year, Laptop Under $3000, Accidental",Warranty,Warranty Life,Laptop Under $3000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA5U4KA,"Warranty Life 5 Year, Laptop Under $4000, Accidental",Warranty,Warranty Life,Laptop Under $4000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLLPA5U5KA,"Warranty Life 5 Year, Laptop Under $5000, Accidental",Warranty,Warranty Life,Laptop Under $5000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Accidental,NA,,,,,,NA
WLAUD2U100A,"Warranty Life 2 Year, Audio Under $100, Defect-Only",Warranty,Audio,Under $100,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U250A,"Warranty Life 2 Year, Audio Under $250, Defect-Only",Warranty,Audio,Under $250,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U500A,"Warranty Life 2 Year, Audio Under $500, Defect-Only",Warranty,Audio,Under $500,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U1KA,"Warranty Life 2 Year, Audio Under $1000, Defect-Only",Warranty,Audio,Under $1000,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U2KA,"Warranty Life 2 Year, Audio Under $2000, Defect-Only",Warranty,Audio,Under $2000,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U1500A,"Warranty Life 2 Year, Audio Under $1500, Defect-Only",Warranty,Audio,Under $1500,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U2500A,"Warranty Life 2 Year, Audio Under $2500, Defect-Only",Warranty,Audio,Under $2500,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U5KA,"Warranty Life 2 Year, Audio Under $5000, Defect-Only",Warranty,Audio,Under $5000,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD2U7500A,"Warranty Life 2 Year, Audio Under $7500, Defect-Only",Warranty,Audio,Under $7500,2 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U100A,"Warranty Life 3 Year, Audio Under $100, Defect-Only",Warranty,Audio,Under $100,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U250A,"Warranty Life 3 Year, Audio Under $250, Defect-Only",Warranty,Audio,Under $250,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U500A,"Warranty Life 3 Year, Audio Under $500, Defect-Only",Warranty,Audio,Under $500,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U1KA,"Warranty Life 3 Year, Audio Under $1000, Defect-Only",Warranty,Audio,Under $1000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U2KA,"Warranty Life 3 Year, Audio Under $2000, Defect-Only",Warranty,Audio,Under $2000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U1500A,"Warranty Life 3 Year, Audio Under $1500, Defect-Only",Warranty,Audio,Under $1500,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U2500A,"Warranty Life 3 Year, Audio Under $2500, Defect-Only",Warranty,Audio,Under $2500,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U5KA,"Warranty Life 3 Year, Audio Under $5000, Defect-Only",Warranty,Audio,Under $5000,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD3U7500A,"Warranty Life 3 Year, Audio Under $7500, Defect-Only",Warranty,Audio,Under $7500,3 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U100A,"Warranty Life 5 Year, Audio Under $100, Defect-Only",Warranty,Audio,Under $100,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U250A,"Warranty Life 5 Year, Audio Under $250, Defect-Only",Warranty,Audio,Under $250,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U500A,"Warranty Life 5 Year, Audio Under $500, Defect-Only",Warranty,Audio,Under $500,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U1KA,"Warranty Life 5 Year, Audio Under $1000, Defect-Only",Warranty,Audio,Under $1000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WlAUD5U2KA,"Warranty Life 5 Year, Audio Under $2000, Defect-Only",Warranty,Audio,Under $2000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U1500A,"Warranty Life 5 Year, Audio Under $1500, Defect-Only",Warranty,Audio,Under $1500,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U2500A,"Warranty Life 5 Year, Audio Under $2500, Defect-Only",Warranty,Audio,Under $2500,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U5KA,"Warranty Life 5 Year, Audio Under $5000, Defect-Only",Warranty,Audio,Under $5000,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
WLAUD5U7500A,"Warranty Life 5 Year, Audio Under $7500, Defect-Only",Warranty,Audio,Under $7500,5 Year,NA,NA,NA,NA,NA,,,,NA,NA,Defect-Only,NA,,,,,,NA
SIMFR-0001X,"Mac Warehouse Flat Rate-iMac , X-Grade",Service,Flat Rate-iMac,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
SMBFR-0001X,"Mac Warehouse Flat Rate-Laptop , X-Grade",Service,Flat Rate-Laptop,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
SDTDT-0001X,"Mac Warehouse Data Transfer , X-Grade",Service,Data Transfer,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
SOSDR-0001X,"Mac Warehouse iOS Restore , X-Grade",Service,iOS Restore,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
SADVS-0001X,"Mac Warehouse Adware/Virus Scan & Removal , X-Grade",Service,Adware/Virus Scan & Removal,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
PMSMS-0000X,"Parts Miscellaneous, , X-Grade",Parts,Parts,Miscellaneous,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
MPD16-0001A,"MGG32LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/16GB Flash/Blue",Music Player,iPod Touch,5th Generation,MGG32LL/A,A5,A5 Chip,1,4,512MB,,,,16GB,Flash,Blue,NA,2014,"iPod5,1",,,,Lightning Charger
MPD16-0002A,"ME643LL/A, iPod Touch 5th Generation, No iSight, A5 1/4""/512MB RAM/16GB Flash/Silver",Music Player,iPod Touch,"5th Generation, No iSight",ME643LL/A,A5,A5 Chip,1,4,512MB,,,,16GB,Flash,Silver,NA,2013,"iPod5,1",Groupon,,,Lightning Charger
MPD16-0002B,"ME643LL/A, iPod Touch 5th Generation, No iSight, A5 1/4""/512MB RAM/16GB Flash/Silver, B-Grade",Music Player,iPod Touch,"5th Generation, No iSight",ME643LL/A,A5,A5 Chip,1,4,512MB,,,,16GB,Flash,Silver,NA,2013,"iPod5,1",,,,Lightning Charger
MPD16-0003A,"MD720LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/16GB Flash/Silver",Music Player,iPod Touch,5th Generation,MD720LL/A,A5,A5 Chip,1,4,512MB,,,,16GB,Flash,Silver,NA,2012,"iPod5,1",,,,Lightning Charger
MPD32-0001A,"MD717LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/32GB Flash/Blue",Music Player,iPod Touch,5th Generation,MD717LL/A,A5,A5 Chip,1,4,512MB,,,,32GB,Flash,Blue,NA,2012,"iPod5,1",,,,Lightning Charger
MPD32-0002A,"ME978LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/32GB Flash/Space Grey",Music Player,iPod Touch,5th Generation,ME978LL/A,A5,A5 Chip,1,4,512MB,,,,32GB,Flash,Space Grey,NA,2012,"iPod5,1",Groupon,,,Lightning Charger
MPD32-0003A,"MD749LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/32GB Flash/Red",Music Player,iPod Touch,5th Generation,MD749LL/A,A5,A5 Chip,1,4,512MB,,,,32GB,Flash,Red,NA,2012,"iPod5,1",,,,Lightning Charger
MPD32-0004A,"MD723LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/32GB Flash/Black",Music Player,iPod Touch,5th Generation,MD723LL/A,A5,A5 Chip,1,4,512MB,,,,32GB,Flash,Black,NA,2012,"iPod5,1",Groupon,,,Lightning Charger
MPD32-0005A,"ME978LL/A, iPod Touch 5th Generation, A5 1/4""/512MB RAM/32GB Flash/Silver",Music Player,iPod Touch,5th Generation,ME978LL/A,A5,A5 Chip,1,4,512MB,,,,32GB,Flash,Silver,NA,2012,"iPod5,1",,,,Lightning Charger
CGC14-0001A,"Generic, Laptop Charger Magsafe 1, 45W White",Cable,Laptop Charger,Magsafe 1,Generic,45W,45W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CGC16-0001A,"Generic, Laptop Charger Magsafe 1, 60W White",Cable,Laptop Charger,Magsafe 1,Generic,60W,60W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CGC18-0001A,"Generic, Laptop Charger Magsafe 1, 85W White",Cable,Laptop Charger,Magsafe 1,Generic,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CGC24-0001A,"Generic, Laptop Charger Magsafe 2, 45W White",Cable,Laptop Charger,Magsafe 2,Generic,45W,45W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CGC26-0001A,"Generic, Laptop Charger Magsafe 2, 60W White",Cable,Laptop Charger,Magsafe 2,Generic,60W,60W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CGC28-0001A,"Generic, Laptop Charger Magsafe 2, 85W White",Cable,Laptop Charger,Magsafe 2,Generic,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CAC14-0001A,"Apple-Brand, Laptop Charger Magsafe 1, 45W White",Cable,Laptop Charger,Magsafe 1,Apple-Brand,45W,45W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CAC16-0001A,"Apple-Brand, Laptop Charger Magsafe 1, 60W White",Cable,Laptop Charger,Magsafe 1,Apple-Brand,60W,60W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CAC18-0001A,"Apple-Brand, Laptop Charger Magsafe 1, 85W White",Cable,Laptop Charger,Magsafe 1,Apple-Brand,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CAC18-0002A,"Apple-Brand, Laptop Charger Magsafe 1, 85W White",Cable,Laptop Charger,Magsafe 1,Apple-Brand,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-714686628136,,,NA
CAC24-0001B,"Apple-Brand, Laptop Charger Magsafe 2, 45W White, B-Grade",Cable,Laptop Charger,Magsafe 2,Apple-Brand,45W,45W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-603813087949,,,NA
CAC24-0002A,"Apple-Brand, Laptop Charger Magsafe 2, 45W White",Cable,Laptop Charger,Magsafe 2,Apple-Brand,45W,45W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-714686628143,,,NA
CAC26-0001B,"Apple-Brand, Laptop Charger Magsafe 2, 60W White, B-Grade",Cable,Laptop Charger,Magsafe 2,Apple-Brand,60W,60W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-603813087956,,,NA
CAC26-0002A,"Apple-Brand, Laptop Charger Magsafe 2, 60W White",Cable,Laptop Charger,Magsafe 2,Apple-Brand,60W,60W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-714686628150,,,NA
CAC28-0001B,"Apple-Brand, Laptop Charger Magsafe 2, 85W White, B-Grade",Cable,Laptop Charger,Magsafe 2,Apple-Brand,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-603813087987,,,NA
CAC28-0002A,"Apple-Brand, Laptop Charger Magsafe 2, 85W White",Cable,Laptop Charger,Magsafe 2,Apple-Brand,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-714686628167,,,NA
CPD12-0001A,"Generic, iPad Charger USB, 12W White",Cable,iPad Charger,USB,Generic,12W,12W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CPD10-0001A,"Generic, iPad Charger USB, 10W White",Cable,iPad Charger,USB,Generic,10W,10W,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CCDLG-0001A,"Generic, Charger Cable Lightning, 3'",Cable,Charger Cable,Lightning,Generic,NA,NA,NA,NA,NA,,,,NA,NA,3',NA,,,,,,NA
CCD30-0001A,"Generic, Charger Cable 30 Pin, 3'",Cable,Charger Cable,30 Pin,Generic,NA,NA,NA,NA,NA,,,,NA,NA,3',NA,,,,,,NA
HGLEB-0001A,"General, In-Ear 1.99 Ear Buds, White",Headphone,In-Ear,1.99 Ear Buds,General,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CTBEA-0001A,"BIBAK12913, Adapter Thunderbolt to Ethernet, White",Cable,Adapter,Thunderbolt to Ethernet,BIBAK12913,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
LMA11-0060B,"MC505LL/A, Macbook Air C2D 1.4/11.6""/4GB RAM/64GB SSD+No SD/, B-Grade",Laptop,Macbook Air,Aluminum,MC505LL/A,C2D,Core 2 Duo,1.4,11.6,4GB,,,,64GB,SSD+No SD,Aluminum,NA,Late 2010,"MacBookAir3,1",,"11.6"" Macbook Air",MC505LL/A C2D/1.4/4GB/64GB,MS1 45W
ATSBK-0001A,"LW-IC151B, Tablet Stand Tablet, Black",Case,Tablet Stand,Tablet,LW-IC151B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
ATSPK-0001A,"LW-IC151P, Tablet Stand Tablet, Pink",Case,Tablet Stand,Tablet,LW-IC151P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
ATSWH-0001A,"LW-IC151W, Tablet Stand Tablet, White",Case,Tablet Stand,Tablet,LW-IC151W,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
ACCBK-0001A,"IC-CT510B, Charger Cable Dual Car, Black",Cable,Charger Cable,Dual Car,IC-CT510B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
AFMBK-0001A,"LW-A240FB, FM Transmitter iPod, Black",Music Player,FM Transmitter,iPod,LW-A240FB,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPONA-0002A,"iConnect IC-5P220B, iPhone 5/5s, Bear",Case,iPhone,5/5s,IC-5P220B,NA,NA,NA,NA,NA,,,,NA,NA,Bear,NA,,,,,,NA
CPONA-0003A,"iConnect IC-5P220D, iPhone 5/5s, Dog",Case,iPhone,5/5s,IC-5P220D,NA,NA,NA,NA,NA,,,,NA,NA,Dog,NA,,,,,,NA
CPONA-0004A,"iConnect IC-5P220M, iPhone 5/5s, Monkey",Case,iPhone,5/5s,IC-5P220M,NA,NA,NA,NA,NA,,,,NA,NA,Monkey,NA,,,,,,NA
CPONA-0005A,"iConnect IC-5P220O, iPhone 5/5s, Owl",Case,iPhone,5/5s,IC-5P220O,NA,NA,NA,NA,NA,,,,NA,NA,Owl,NA,,,,,,NA
CPONA-0006A,"iConnect IC-5P220P, iPhone 5/5s, Panda",Case,iPhone,5/5s,IC-5P220P,NA,NA,NA,NA,NA,,,,NA,NA,Panda,NA,,,,,,NA
CPONA-0007A,"iConnect IC-5P220R, iPhone 5/5s, Bunny",Case,iPhone,5/5s,IC-5P220R,NA,NA,NA,NA,NA,,,,NA,NA,Bunny,NA,,,,,,NA
CPOBK-0008A,"Lifeworks LW-IC210B, iPhone 4/4s, Black",Case,iPhone,4/4s,LW-IC210B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPTRD-0001A,"IH-FR-5T105BR, iPod Touch",Case,iPod Touch,Red,IH-FR-5T105BR,NA,NA,NA,NA,NA,,,,NA,NA,Red,NA,,,,,,NA
CPTPU-0001A,"IH-FR-5T105BU, iPod Touch",Case,iPod Touch,Purple,IH-FR-5T105BU,NA,NA,NA,NA,NA,,,,NA,NA,Purple,NA,,,,,,NA
CPTGN-0001A,"IH-FR-5T101G, iPod Touch",Case,iPod Touch,Green,IH-FR-5T101G,NA,NA,NA,NA,NA,,,,NA,NA,Green,NA,,,,,,NA
CPTOR-0001A,"IH-FR-5T101J, iPod Touch",Case,iPod Touch,Orange,IH-FR-5T101J,NA,NA,NA,NA,NA,,,,NA,NA,Orange,NA,,,,,,NA
CPTBL-0001A,"IH-FR-5T101N, iPod Touch",Case,iPod Touch,Blue,IH-FR-5T101N,NA,NA,NA,NA,NA,,,,NA,NA,Blue,NA,,,,,,NA
CPTPK-0001A,"IH-FR-5T101P, iPod Touch",Case,iPod Touch,Pink,IH-FR-5T101P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
ASTBK-0001A,"IH-IP2211B, Miscellaneous Stylus, Black",Case,Miscellaneous,Stylus,IH-IP2211B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPOBK-0002A,"iHome IH-5P130B, iPhone 5/5s, Black",Case,iPhone,5/5s,IH-5P130B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPOBL-0002A,"iHome IH-5P130N, iPhone 5/5s, Blue",Case,iPhone,5/5s,IH-5P130N,NA,NA,NA,NA,NA,,,,NA,NA,Blue,NA,,,,,,NA
CPOGN-0002A,"iHome IH-5P130G, iPhone 5/5s, Green",Case,iPhone,5/5s,IH-5P130G,NA,NA,NA,NA,NA,,,,NA,NA,Green,NA,,,,,,NA
CPOBK-0003A,"iHome IH-4P130B, iPhone 4/4s, Black",Case,iPhone,4/4s,IH-4P130B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPOPK-0002A,"iHome IH-4P130P, iPhone 4/4s, Pink",Case,iPhone,4/4s,IH-4P130P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
CPOWH-0002A,"iHome IH-FR-4P136WR, iPhone 4/4s, White/Red",Case,iPhone,4/4s,IH-FR-4P136WR,NA,NA,NA,NA,NA,,,,NA,NA,White/Red,NA,,,,,,NA
CPOGN-0003A,"iHome IH-FR-4P136EB, iPhone 4/4s, Green/Black",Case,iPhone,4/4s,IH-FR-4P136EB,NA,NA,NA,NA,NA,,,,NA,NA,Green/Black,NA,,,,,,NA
CPOBK-0001A,"Lifeworks LW-5P400B, iPhone 5/5s, Black",Case,iPhone,5/5s,LW-5P400B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPOWH-0001A,"Lifeworks LW-5P400W, iPhone 5/5s, White",Case,iPhone,5/5s,LW-5P400W,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CPOPK-0001A,"Lifeworks LW-5P400P, iPhone 5/5s, Pink",Case,iPhone,5/5s,LW-5P400P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
CPOBL-0001A,"Lifeworks LW-5P400N, iPhone 5/5s, Blue",Case,iPhone,5/5s,LW-5P400N,NA,NA,NA,NA,NA,,,,NA,NA,Blue,NA,,,,,,NA
CPOGN-0001A,"Lifeworks LW-5P401E, iPhone 5/5s, Green",Case,iPhone,5/5s,LW-5P401E,NA,NA,NA,NA,NA,,,,NA,NA,Green,NA,,,,,,NA
CPOOR-0001A,"Lifeworks LW-5P401J, iPhone 5/5s, Orange",Case,iPhone,5/5s,LW-5P401J,NA,NA,NA,NA,NA,,,,NA,NA,Orange,NA,,,,,,NA
CABNA-0001A,"Lifeworks LW-C137AW, iPhone Armband 4/4s 5/5s, White",Case,iPhone Armband,4/4s 5/5s,LW-C137AW,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,,,,,,NA
CSSNA-0001A,"Lifeworks LW-C141P, iPhone Armband 4/4s 5/5s, Pink",Case,iPhone Armband,4/4s 5/5s,LW-C141P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
CABBK-0001A,"IH-FR-5P141B, iPhone Armband 4/4s 5/5s, Black",Case,iPhone Armband,4/4s 5/5s,IH-FR-5P141B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CABBL-0001A,"IH-5P141N, iPhone Armband 4/4s 5/5s, Blue",Case,iPhone Armband,4/4s 5/5s,IH-5P141N,NA,NA,NA,NA,NA,,,,NA,NA,Blue,NA,,,,,,NA
CABPK-0001A,"IH-FR-5P141P, iPhone Armband 4/4s 5/5s, Pink",Case,iPhone Armband,4/4s 5/5s,IH-FR-5P141P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
CPDBL-0002A,"IH-FR-IM1201NR, iPad Mini, Blue/Red",Case,iPad,Mini,IH-FR-IM1201NR,NA,NA,NA,NA,NA,,,,NA,NA,Blue/Red,NA,,,,,,NA
CPDBK-0001A,"IH-FR-IM1106B, iPad Mini, Black",Case,iPad,Mini,IH-FR-IM1106B,NA,NA,NA,NA,NA,,,,NA,NA,Black,NA,,,,,,NA
CPDBL-0003A,"IH-FR-IM1106N, iPad Mini, Blue",Case,iPad,Mini,IH-FR-IM1106N,NA,NA,NA,NA,NA,,,,NA,NA,Blue,NA,,,,,,NA
CPDPK-0002A,"IH-FR-IM1106P, iPad Mini, Pink",Case,iPad,Mini,IH-FR-IM1106P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
CPDBL-0001A,"IH-IM1121N, iPad Mini, Blue",Case,iPad,Mini,IH-IM1121N,NA,NA,NA,NA,NA,,,,NA,NA,Blue,NA,,,,,,NA
CPDPK-0001A,"IH-IM1121P, iPad Mini, Pink",Case,iPad,Mini,IH-IM1121P,NA,NA,NA,NA,NA,,,,NA,NA,Pink,NA,,,,,,NA
